country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
US,United States,North Carolina,,,US-NC,,2020-08-27,-14,-3,47,-26,-32,9
US,United States,North Carolina,,,US-NC,,2020-08-28,-14,-3,66,-24,-31,7
US,United States,North Carolina,,,US-NC,,2020-08-29,-16,-2,57,-23,-13,3
US,United States,North Carolina,,,US-NC,,2020-08-30,-13,-3,61,-21,-15,2
US,United States,North Carolina,,,US-NC,,2020-08-31,-15,-4,33,-28,-33,8
US,United States,North Carolina,,,US-NC,,2020-09-01,-10,1,56,-26,-32,8
US,United States,North Carolina,,,US-NC,,2020-09-02,-12,-4,45,-25,-33,8
US,United States,North Carolina,,,US-NC,,2020-09-03,-9,2,45,-20,-33,8
US,United States,North Carolina,,,US-NC,,2020-09-04,-9,2,77,-16,-33,6
US,United States,North Carolina,,,US-NC,,2020-09-05,-12,2,121,-14,-16,1
US,United States,North Carolina,,,US-NC,,2020-09-06,-9,1,105,-23,-19,1
US,United States,North Carolina,,,US-NC,,2020-09-07,-12,-1,134,-31,-69,14
US,United States,North Carolina,,,US-NC,,2020-09-08,-12,0,59,-19,-34,7
US,United States,North Carolina,,,US-NC,,2020-09-09,-14,-5,30,-25,-33,8
US,United States,North Carolina,,,US-NC,,2020-09-10,-14,-3,49,-25,-33,7
US,United States,North Carolina,,,US-NC,,2020-09-11,-15,-5,68,-25,-31,6
US,United States,North Carolina,,,US-NC,,2020-09-12,-15,-3,70,-20,-13,1
US,United States,North Carolina,,,US-NC,,2020-09-13,-13,-2,62,-21,-15,1
US,United States,North Carolina,,,US-NC,,2020-09-14,-13,-2,65,-25,-30,6
US,United States,North Carolina,,,US-NC,,2020-09-15,-10,0,79,-24,-30,7
US,United States,North Carolina,,,US-NC,,2020-09-16,-12,-4,59,-24,-31,7
US,United States,North Carolina,,,US-NC,,2020-09-17,-21,-12,-12,-32,-33,11
US,United States,North Carolina,,,US-NC,,2020-09-18,-12,-3,54,-24,-30,7
US,United States,North Carolina,,,US-NC,,2020-09-19,-11,-1,90,-16,-12,1
US,United States,North Carolina,,,US-NC,,2020-09-20,-10,-2,65,-20,-15,1
US,United States,North Carolina,,,US-NC,,2020-09-21,-11,-1,61,-24,-31,7
US,United States,North Carolina,,,US-NC,,2020-09-22,-11,-2,60,-25,-30,7
US,United States,North Carolina,,,US-NC,,2020-09-23,-13,-5,44,-26,-30,8
US,United States,North Carolina,,,US-NC,,2020-09-24,-15,-4,20,-27,-30,9
US,United States,North Carolina,,,US-NC,,2020-09-25,-17,-7,11,-30,-31,9
US,United States,North Carolina,,,US-NC,,2020-09-26,-13,-1,73,-20,-10,2
US,United States,North Carolina,,,US-NC,,2020-09-27,-13,-4,51,-21,-14,2
US,United States,North Carolina,,,US-NC,,2020-09-28,-12,-2,52,-25,-29,7
US,United States,North Carolina,,,US-NC,,2020-09-29,-16,-5,9,-30,-30,9
US,United States,North Carolina,,,US-NC,,2020-09-30,-10,-2,40,-24,-31,7
US,United States,North Carolina,,,US-NC,,2020-10-01,-10,0,44,-23,-29,7
US,United States,North Carolina,,,US-NC,,2020-10-02,-9,0,61,-22,-28,5
US,United States,North Carolina,,,US-NC,,2020-10-03,-10,1,87,-17,-11,0
US,United States,North Carolina,,,US-NC,,2020-10-04,-11,-2,35,-21,-15,1
US,United States,North Carolina,,,US-NC,,2020-10-05,-11,0,51,-24,-30,6
US,United States,North Carolina,,,US-NC,,2020-10-06,-12,-1,56,-25,-30,7
US,United States,North Carolina,,,US-NC,,2020-10-07,-13,-4,47,-25,-30,7
US,United States,North Carolina,,,US-NC,,2020-10-08,-13,-3,51,-23,-30,8
US,United States,North Carolina,,,US-NC,,2020-10-09,-13,-3,65,-23,-29,6
US,United States,North Carolina,,,US-NC,,2020-10-10,-17,-6,30,-24,-12,4
US,United States,North Carolina,,,US-NC,,2020-10-11,-21,-10,-18,-26,-17,5
US,United States,North Carolina,,,US-NC,,2020-10-12,-15,-3,34,-25,-33,8
US,United States,North Carolina,,,US-NC,,2020-10-13,-12,-1,59,-23,-29,8
US,United States,North Carolina,,,US-NC,,2020-10-14,-11,-3,49,-23,-29,7
US,United States,North Carolina,,,US-NC,,2020-10-15,-11,-1,52,-20,-29,7
US,United States,North Carolina,,,US-NC,,2020-10-16,-12,-4,47,-22,-29,7
US,United States,North Carolina,,,US-NC,,2020-10-17,-10,-1,97,-13,-11,1
US,United States,North Carolina,,,US-NC,,2020-10-18,-11,-3,53,-16,-14,2
US,United States,North Carolina,,,US-NC,,2020-10-19,-11,-1,58,-21,-29,6
US,United States,North Carolina,,,US-NC,,2020-10-20,-12,-3,58,-23,-29,7
US,United States,North Carolina,,,US-NC,,2020-10-21,-12,-3,48,-21,-29,7
US,United States,North Carolina,,,US-NC,,2020-10-22,-12,-2,49,-23,-29,7
US,United States,North Carolina,,,US-NC,,2020-10-23,-11,-2,73,-20,-28,6
US,United States,North Carolina,,,US-NC,,2020-10-24,-12,-1,100,-16,-10,1
US,United States,North Carolina,,,US-NC,,2020-10-25,-18,-8,-8,-24,-17,4
US,United States,North Carolina,,,US-NC,,2020-10-26,-12,-1,48,-22,-28,6
US,United States,North Carolina,,,US-NC,,2020-10-27,-12,-1,56,-24,-28,7
US,United States,North Carolina,,,US-NC,,2020-10-28,-14,-4,16,-26,-29,8
US,United States,North Carolina,,,US-NC,,2020-10-29,-13,-5,12,-28,-31,9
US,United States,North Carolina,,,US-NC,,2020-10-30,-7,2,51,-22,-28,5
US,United States,North Carolina,,,US-NC,,2020-10-31,-11,4,69,-22,-10,0
US,United States,North Carolina,,,US-NC,,2020-11-01,-15,-6,-1,-26,-15,3
US,United States,North Carolina,,,US-NC,,2020-11-02,-12,-1,16,-25,-28,7
US,United States,North Carolina,,,US-NC,,2020-11-03,-7,3,38,-26,-30,8
US,United States,North Carolina,,,US-NC,,2020-11-04,-15,-7,16,-30,-29,9
US,United States,North Carolina,,,US-NC,,2020-11-05,-14,-4,19,-28,-28,8
US,United States,North Carolina,,,US-NC,,2020-11-06,-13,-6,37,-28,-27,7
US,United States,North Carolina,,,US-NC,,2020-11-07,-12,-4,72,-24,-8,2
US,United States,North Carolina,,,US-NC,,2020-11-08,-11,-5,38,-25,-13,2
US,United States,North Carolina,,,US-NC,,2020-11-09,-14,-3,27,-28,-28,7
US,United States,North Carolina,,,US-NC,,2020-11-10,-12,-2,26,-30,-28,8
US,United States,North Carolina,,,US-NC,,2020-11-11,-13,-7,-14,-35,-39,12
US,United States,North Carolina,,,US-NC,,2020-11-12,-25,-14,-24,-37,-32,13
US,United States,North Carolina,,,US-NC,,2020-11-13,-13,-2,24,-28,-28,8
US,United States,North Carolina,,,US-NC,,2020-11-14,-13,-4,49,-26,-9,2
US,United States,North Carolina,,,US-NC,,2020-11-15,-14,-4,13,-28,-14,3
US,United States,North Carolina,,,US-NC,,2020-11-16,-14,-2,18,-29,-28,7
US,United States,North Carolina,,,US-NC,,2020-11-17,-14,-1,15,-31,-28,8
US,United States,North Carolina,,,US-NC,,2020-11-18,-15,-3,1,-32,-29,9
US,United States,North Carolina,,,US-NC,,2020-11-19,-15,-2,2,-31,-28,9
US,United States,North Carolina,,,US-NC,,2020-11-20,-14,-3,27,-27,-27,7
US,United States,North Carolina,,,US-NC,,2020-11-21,-13,-1,51,-20,-7,2
US,United States,North Carolina,,,US-NC,,2020-11-22,-13,-2,14,-26,-10,3
US,United States,North Carolina,,,US-NC,,2020-11-23,-9,5,21,-31,-29,7
US,United States,North Carolina,,,US-NC,,2020-11-24,-5,12,19,-21,-30,8
US,United States,North Carolina,,,US-NC,,2020-11-25,3,32,13,-17,-39,7
US,United States,North Carolina,,,US-NC,,2020-11-26,-71,-27,-1,-61,-81,22
